job_id,company,job-title,level,long_url
3759304856,ByteDance,"Data Analyst, LLM Data Acquisition and Production",Mid-Senior level,https://sg.linkedin.com/jobs/view/data-analyst-llm-data-acquisition-and-production-at-bytedance-3759304856?position=4&pageNum=32&refId=QXrl1lWKsJ7x4tr9h0ennw%3D%3D&trackingId=jdy8%2FooXZScrRRsaRgtF%2BQ%3D%3D&trk=public_jobs_jserp-result_search-card
3870515442,PhillipCapital,Data Engineer,Mid-Senior level,https://sg.linkedin.com/jobs/view/data-engineer-at-phillipcapital-3870515442?position=5&pageNum=32&refId=QXrl1lWKsJ7x4tr9h0ennw%3D%3D&trackingId=CabDSsmbtgoeMhzbwfngnA%3D%3D&trk=public_jobs_jserp-result_search-card
3842569000,AvePoint,Data Engineer,Entry level,https://sg.linkedin.com/jobs/view/data-engineer-at-avepoint-3842569000?position=6&pageNum=32&refId=QXrl1lWKsJ7x4tr9h0ennw%3D%3D&trackingId=4CNbsyYOjkeXlODYOzdQZg%3D%3D&trk=public_jobs_jserp-result_search-card
3806427633,Razer Inc.,AI and Data Application Intern,Internship,https://sg.linkedin.com/jobs/view/ai-and-data-application-intern-at-razer-inc-3806427633?position=7&pageNum=32&refId=QXrl1lWKsJ7x4tr9h0ennw%3D%3D&trackingId=9CFpQlp4kuCdPNLah3wM4A%3D%3D&trk=public_jobs_jserp-result_search-card
3767467689,Synpulse,Analyst | Data Engineer (Spark/Scala/Pyspark required),Mid-Senior level,
3862331768,Cornerstone Global Partners (CGP Group),AI Engineer (Digital Transformation),Mid-Senior level,https://sg.linkedin.com/jobs/view/ai-engineer-digital-transformation-at-cornerstone-global-partners-cgp-group-3862331768?position=1&pageNum=35&refId=%2FruaavEIC%2Fq0TAvsZTKnbQ%3D%3D&trackingId=rrolYDZHL4gehEaSN%2FK83w%3D%3D&trk=public_jobs_jserp-result_search-card
3844444662,,,,https://sg.linkedin.com/jobs/view/data-engineer-reporting-and-analytics-at-ntt-data-singapore-3844444662?position=2&pageNum=35&refId=%2FruaavEIC%2Fq0TAvsZTKnbQ%3D%3D&trackingId=pJcffF19Sv6VMjNuUQcDzg%3D%3D&trk=public_jobs_jserp-result_search-card
3806673543,Doctor Anywhere,[SG] Business Intelligence Analyst,Mid-Senior level,https://sg.linkedin.com/jobs/view/sg-business-intelligence-analyst-at-doctor-anywhere-3806673543?position=3&pageNum=35&refId=%2FruaavEIC%2Fq0TAvsZTKnbQ%3D%3D&trackingId=nwalXJx5NrkVuRGsPnnGhA%3D%3D&trk=public_jobs_jserp-result_search-card
3844305562,Synpulse8,Intern - Data Engineering,Internship,https://sg.linkedin.com/jobs/view/intern-data-engineering-at-synpulse8-3844305562?position=4&pageNum=35&refId=%2FruaavEIC%2Fq0TAvsZTKnbQ%3D%3D&trackingId=UeT%2BdzK4%2FgMHDhg2oKhA7A%3D%3D&trk=public_jobs_jserp-result_search-card
3726556717,National University of Singapore,Research Associate/Engineer/Assistant (Data),Not Applicable,https://sg.linkedin.com/jobs/view/python-engineer-at-sleek-3853015242?position=7&pageNum=35&refId=%2FruaavEIC%2Fq0TAvsZTKnbQ%3D%3D&trackingId=pL8u536UbbGmw8wq%2FfvLLQ%3D%3D&trk=public_jobs_jserp-result_search-card
3853015242,Sleek,Python Engineer,Mid-Senior level,https://sg.linkedin.com/jobs/view/data-analyst-ifrs17-insurance-at-ploy-3852795314?position=8&pageNum=35&refId=%2FruaavEIC%2Fq0TAvsZTKnbQ%3D%3D&trackingId=RrRawpf8S2COyuVUNVAtnA%3D%3D&trk=public_jobs_jserp-result_search-card
3852795314,,,,https://sg.linkedin.com/jobs/view/senior-data-engineer-python-6-months-contract-%2413k-at-manpower-singapore-3866390966?position=9&pageNum=35&refId=%2FruaavEIC%2Fq0TAvsZTKnbQ%3D%3D&trackingId=x66z119a%2FtZfw8bN3Kdd9Q%3D%3D&trk=public_jobs_jserp-result_search-card
3866390966,Manpower Singapore,Senior Data Engineer (Python) - 6 months contract - $13K,Mid-Senior level,
3820469891,,,,https://sg.linkedin.com/jobs/view/data-analyst-temp-australia-market-at-certis-3820469891?position=1&pageNum=37&refId=iox4pY6GDUH5igHqc54MYA%3D%3D&trackingId=H%2FOe4ftz9QECqQ0nz9%2FyLA%3D%3D&trk=public_jobs_jserp-result_search-card
3871215113,Kerry Consulting,Senior Quant Strategist,Mid-Senior level,https://sg.linkedin.com/jobs/view/senior-quant-strategist-at-kerry-consulting-3871215113?position=2&pageNum=37&refId=iox4pY6GDUH5igHqc54MYA%3D%3D&trackingId=%2BJ1a3%2FiA%2Fl7cOej2AYRzrA%3D%3D&trk=public_jobs_jserp-result_search-card
3854064208,,,,https://sg.linkedin.com/jobs/view/data-engineering-intern-at-onloop-3767188490?position=5&pageNum=37&refId=iox4pY6GDUH5igHqc54MYA%3D%3D&trackingId=NWG8qOHvqTeysPmqhk4p7g%3D%3D&trk=public_jobs_jserp-result_search-card
3767188490,OnLoop,Data Engineering Intern,Internship,https://sg.linkedin.com/jobs/view/data-engineer-at-tata-consultancy-services-3862192488?position=6&pageNum=37&refId=iox4pY6GDUH5igHqc54MYA%3D%3D&trackingId=pFzQe57DsMYShGegRXx1RA%3D%3D&trk=public_jobs_jserp-result_search-card
3862192488,,,,https://sg.linkedin.com/jobs/view/partner-data-analyst-sales-finance-at-manpower-singapore-3868059045?position=7&pageNum=37&refId=iox4pY6GDUH5igHqc54MYA%3D%3D&trackingId=fJifJmfGwW5pS9LpKoKFGA%3D%3D&trk=public_jobs_jserp-result_search-card
3868059045,Manpower Singapore,Partner Data Analyst - Sales Finance,Entry level,https://sg.linkedin.com/jobs/view/senior-data-analytics-specialist-at-teksystems-3820310753?position=8&pageNum=37&refId=iox4pY6GDUH5igHqc54MYA%3D%3D&trackingId=E8BjPam60qaq%2BnPG39q0GA%3D%3D&trk=public_jobs_jserp-result_search-card
3820310753,,,,https://sg.linkedin.com/jobs/view/research-associate-engineer-assistant-data-at-national-university-of-singapore-3726557744?position=9&pageNum=37&refId=iox4pY6GDUH5igHqc54MYA%3D%3D&trackingId=8UmQVPdGaPrhhCUBAwfedQ%3D%3D&trk=public_jobs_jserp-result_search-card
3726557744,National University of Singapore,Research Associate/Engineer/Assistant (Data),Not Applicable,https://sg.linkedin.com/jobs/view/%E6%95%B0%E6%8D%AE%E7%A7%91%E5%AD%A6%E5%AE%B6-at-charterhouse-asia-3858168471?position=10&pageNum=37&refId=iox4pY6GDUH5igHqc54MYA%3D%3D&trackingId=NQBenyCdf99VRYO7nDjffQ%3D%3D&trk=public_jobs_jserp-result_search-card
3858168471,,,,
3870529689,Luxoft,Data Engineer,Entry level,https://sg.linkedin.com/jobs/view/data-engineer-at-luxoft-3870529689?position=1&pageNum=40&refId=vD6nxtWziBvoBotosWxqVg%3D%3D&trackingId=%2FWdJC%2F1QClljXUvwpjRmKA%3D%3D&trk=public_jobs_jserp-result_search-card
3861182426,,,,https://sg.linkedin.com/jobs/view/data-support-engineer-at-lma-recruitment-3861182426?position=2&pageNum=40&refId=vD6nxtWziBvoBotosWxqVg%3D%3D&trackingId=jn6v6DMF1IKk%2FTgeSHmQkg%3D%3D&trk=public_jobs_jserp-result_search-card
3854644259,Renesas Electronics,AI Compiler Engineer,Mid-Senior level,https://sg.linkedin.com/jobs/view/data-engineer-cat-1-oraclepl-sql-informatica-python-denodo-at-maltem-asia-pacific-3848077082?position=6&pageNum=40&refId=vD6nxtWziBvoBotosWxqVg%3D%3D&trackingId=wI8PFEhacjz2lvXmnviemQ%3D%3D&trk=public_jobs_jserp-result_search-card
3848077082,,,,https://sg.linkedin.com/jobs/view/data-engineer-using-dbt-at-unison-consulting-3818547505?position=8&pageNum=40&refId=vD6nxtWziBvoBotosWxqVg%3D%3D&trackingId=JhaXIpc5A6CxyYYV%2B090NQ%3D%3D&trk=public_jobs_jserp-result_search-card
3869485760,The Supreme HR Advisory,Data Engineer,Associate,https://sg.linkedin.com/jobs/view/data-engineer-at-migso-pcubed-3843659954?position=9&pageNum=40&refId=vD6nxtWziBvoBotosWxqVg%3D%3D&trackingId=lcI%2Bfcl7Oje88kLv%2Ban4PA%3D%3D&trk=public_jobs_jserp-result_search-card
3818547505,,,,https://sg.linkedin.com/jobs/view/senior-line-maint-exec-digital-technology-data-analyst-at-sia-engineering-company-3862781872?position=10&pageNum=40&refId=vD6nxtWziBvoBotosWxqVg%3D%3D&trackingId=Sz%2FANtiuYD2LRn0fRCttCg%3D%3D&trk=public_jobs_jserp-result_search-card
3843659954,MIGSO-PCUBED,Data Engineer,Associate,
3862781872,,,,
3867864174,Manpower Singapore,Applied Data Engineer | Contract | Salary Up to 12k,Mid-Senior level,https://sg.linkedin.com/jobs/view/applied-data-engineer-contract-salary-up-to-12k-at-manpower-singapore-3867864174?position=1&pageNum=42&refId=3KT%2BolfBJQmGtuh5BqjnXg%3D%3D&trackingId=V092%2F6e7VXEN6ExAzrx0dw%3D%3D&trk=public_jobs_jserp-result_search-card
3864121723,,,,https://sg.linkedin.com/jobs/view/data-engineer-at-vouch-recruitment-3864121723?position=2&pageNum=42&refId=3KT%2BolfBJQmGtuh5BqjnXg%3D%3D&trackingId=XHzwuCNVMejgwS6jnabmog%3D%3D&trk=public_jobs_jserp-result_search-card
3827674075,SAP,SAP Intern - AI Developer,Not Applicable,https://sg.linkedin.com/jobs/view/sap-intern-ai-developer-at-sap-3827674075?position=3&pageNum=42&refId=3KT%2BolfBJQmGtuh5BqjnXg%3D%3D&trackingId=iHYBKuvcnIXK3MXKLffUdw%3D%3D&trk=public_jobs_jserp-result_search-card
3782755963,,,,https://sg.linkedin.com/jobs/view/advanced-analytics-artificial-intelligence-machine-learning-engineering-at-infineon-technologies-3782755963?position=4&pageNum=42&refId=3KT%2BolfBJQmGtuh5BqjnXg%3D%3D&trackingId=4wjFDKe2lvG7PuBLtF%2B3cw%3D%3D&trk=public_jobs_jserp-result_search-card
3843759045,Crypto.com,Python Data Engineer (Finance Digital Transformation),Mid-Senior level,https://sg.linkedin.com/jobs/view/python-data-engineer-finance-digital-transformation-at-crypto-com-3843759045?position=5&pageNum=42&refId=3KT%2BolfBJQmGtuh5BqjnXg%3D%3D&trackingId=DhRsy6il5GMt5Fzp8j3sTQ%3D%3D&trk=public_jobs_jserp-result_search-card
3856493634,,,,https://sg.linkedin.com/jobs/view/data-engineer-asset-management-at-argyll-scott-3871224725?position=10&pageNum=42&refId=3KT%2BolfBJQmGtuh5BqjnXg%3D%3D&trackingId=mC4IcejWq0ufXkjFNtn9lg%3D%3D&trk=public_jobs_jserp-result_search-card
3871224725,Argyll Scott,"Data Engineer, Asset Management",Entry level,
