job_id,company,job-title,date,long_url
3883494476,Kerry Consulting,Integration Engineer - Boomi (1 year contract),2024-04-05,https://sg.linkedin.com/jobs/view/integration-engineer-boomi-1-year-contract-at-kerry-consulting-3883494476?position=4&pageNum=70&refId=WUyRizlFAxBVau5DCKyS7A%3D%3D&trackingId=twe5S85lD4rYftdGXESTUQ%3D%3D&trk=public_jobs_jserp-result_search-card
3880853264,Crossover,"Artificial Intelligence Engineer, IgniteTech (Remote) - $60,000/year USD",2024-04-05,https://sg.linkedin.com/jobs/view/artificial-intelligence-engineer-ignitetech-remote-%2460-000-year-usd-at-crossover-3880853264?position=1&pageNum=75&refId=sRLRAJwKkHIMS%2FIE%2BMlGZA%3D%3D&trackingId=zP8kwu6fT5TiWKzF5Q5Ouw%3D%3D&trk=public_jobs_jserp-result_search-card
3886515815,Oaktree Consulting,"Database Application Engineer(SQL, VBscript)",2024-04-05,https://sg.linkedin.com/jobs/view/database-application-engineer-sql-vbscript-at-oaktree-consulting-3886515815?position=5&pageNum=70&refId=WUyRizlFAxBVau5DCKyS7A%3D%3D&trackingId=Aww2EwxwmGqG4iWXc%2B%2FSOA%3D%3D&trk=public_jobs_jserp-result_search-card
3883473569,Faststream Recruitment Group,Service Engineer,2024-04-05,https://sg.linkedin.com/jobs/view/service-engineer-at-faststream-recruitment-group-3883473569?position=4&pageNum=82&refId=1GY0ql1IqCpPGMQhT2CqxQ%3D%3D&trackingId=z4yzeUO8mecU%2BUl1vRpFbQ%3D%3D&trk=public_jobs_jserp-result_search-card
3883636659,Argyll Scott,Data Insights & Project Analyst (6 months contract),2024-04-05,https://sg.linkedin.com/jobs/view/data-insights-project-analyst-6-months-contract-at-argyll-scott-3883636659?position=9&pageNum=10&refId=FhcQKs1yhlT8bDvl1RAecg%3D%3D&trackingId=acHGynIWeMlh%2FTqCmcH48A%3D%3D&trk=public_jobs_jserp-result_search-card
3877494649,RiDiK (a Subsidiary of CLPS. Nasdaq: CLPS),Application Engineer,2024-04-05,https://sg.linkedin.com/jobs/view/application-engineer-at-ridik-a-subsidiary-of-clps-nasdaq-clps-3877494649?position=8&pageNum=97&refId=r7KsA8oU3p5SvnfCoWePMA%3D%3D&trackingId=UybW%2Fg3IB0lSldhJ4Yq9eg%3D%3D&trk=public_jobs_jserp-result_search-card
3882863834,DSO National Laboratories,System Development Engineer (II),2024-04-04,https://sg.linkedin.com/jobs/view/system-development-engineer-ii-at-dso-national-laboratories-3882863834?position=1&pageNum=85&refId=S2rN3KvYQG%2BRng8YoPlrYQ%3D%3D&trackingId=euiGEro%2FAGV%2BJ4S4a1MngA%3D%3D&trk=public_jobs_jserp-result_search-card
3881964909,Preqin,"Intern, Data Metrics and Standardization",2024-04-04,https://sg.linkedin.com/jobs/view/intern-data-metrics-and-standardization-at-preqin-3881964909?position=5&pageNum=40&refId=QqjmgmrlWU%2B7Na2DRvqgAw%3D%3D&trackingId=1la2aG5uPeO1f69f%2FfgB4w%3D%3D&trk=public_jobs_jserp-result_search-card
3884563689,Univers,IT Engineer - Cloud Infrastructure & Automation,2024-04-04,https://sg.linkedin.com/jobs/view/it-engineer-cloud-infrastructure-automation-at-univers-3884563689?position=8&pageNum=82&refId=1GY0ql1IqCpPGMQhT2CqxQ%3D%3D&trackingId=wwRWgM1UbwFM8oUe7QMAHg%3D%3D&trk=public_jobs_jserp-result_search-card
3886074545,Inland Revenue Authority of Singapore (IRAS),Manager (Data Analyst – Goods & Services Tax Division),2024-04-04,https://sg.linkedin.com/jobs/view/manager-data-analyst-%E2%80%93-goods-services-tax-division-at-inland-revenue-authority-of-singapore-iras-3886074545?position=3&pageNum=52&refId=XbxWV40ujnJAGmD7AWdCyA%3D%3D&trackingId=e2hX5POB6xZLBsZjTg5n7A%3D%3D&trk=public_jobs_jserp-result_search-card
3884594577,Manpower Singapore,Business Data Analyst (Tableau/SQL) | Contract | Bank,2024-04-04,https://sg.linkedin.com/jobs/view/business-data-analyst-tableau-sql-contract-bank-at-manpower-singapore-3884594577?position=1&pageNum=27&refId=rAWVf291M4Ua49SIAvi3og%3D%3D&trackingId=ydd%2BkkWJmjgPWFYTZ6iLUw%3D%3D&trk=public_jobs_jserp-result_search-card
3882805244,Micron Technology,"Test Solutions Engineer, Intern",2024-04-04,https://sg.linkedin.com/jobs/view/test-solutions-engineer-intern-at-micron-technology-3882805244?position=7&pageNum=92&refId=MUpMNafEnSM0kU8bhM1upQ%3D%3D&trackingId=WTpcFzamRfoYXuTZ55O6%2BQ%3D%3D&trk=public_jobs_jserp-result_search-card
